ID,Suc_pra,Cen_jac,Achilea,Cirsium,Pim_sax,Ran_acr,Ran_fla,Ang_syl,Lat_pra,Plantago,Poaceae,Cre_bie,Her_sph,Lyc_eur,indet,Dau_car,Kna_arv,Lot_cor,Leo_his,Apiaceae,Tri_spp
24_13_8_Suc_B29_1,11,,1,,,,,,,,,,,,,,,,,,
24_13_8_Suc_B29_2,0,0,0,0,,,,,,,,,,,,,,,,,
24_13_8_Suc_B29_3,5,,,,,,1,,,,,,,,,,,,,,
24_13_8_Suc_B30_1,0,0,0,0,,,,,,,,,,,,,,,,,
24_13_8_Suc_B30_2,0,0,0,0,,,,,,,,,,,,,,,,,
24_13_8_Suc_B30_3,0,0,0,0,,,,,,,,,,,,,,,,,
24_14_8_Suc_B1_1,16,14,4,2,,,,,,,,,,,,,,,,,
24_14_8_Suc_B1_2,45,7,3,,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B1_3,17,15,5,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B2_1,21,4,6,2,,,,,,,,,,,,,,,,,
24_14_8_Suc_B2_2,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B2_3,26,9,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B3_1,11,5,43,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B3_2,22,4,2,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B3_3,24,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B4_1,15,7,9,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B4_2,5,2,2,,,,3,,,,,,,,5,,,,,,
24_14_8_Suc_B4_3,16,8,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B5_1,23,6,,1,,,,,1,,,,,,4,,,,,,
24_14_8_Suc_B5_2,2,1,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B5_3,28,4,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B6_1,NA,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B6_2,0,5,5,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B6_3,0,1,4,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B7_1,24,2,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B7_2,29,5,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B7_3,29,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B8_1,44,2,3,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B8_2,2,,,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B8_3,3,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B9_1,36,,,,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B9_2,32,3,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B9_3,50,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B10_1,23,4,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B10_2,47,4,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B10_3,52,7,5,1,,,,,,,,,,,,,,,1,,
24_14_8_Suc_B11_1,38,2,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B11_2,55,2,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B11_3,40,7,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B12_1,43,2,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B12_2,57,6,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B12_3,54,1,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B13_1,42,5,3,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B13_2,35,2,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B13_3,37,1,,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B14_1,27,,,2,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B14_2,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B14_3,23,1,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B15_1,9,1,,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B15_2,14,2,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B15_3,18,,,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B16_1,21,4,,6,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B16_2,27,3,1,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B16_3,25,1,4,2,,,,,,,,,,,,,,,,,
24_14_8_Suc_B17_1,6,10,9,,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B17_2,5,2,1,1,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B17_3,10,19,3,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B18_1,18,0,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B18_2,21,4,3,,,,,1,,,,,,,,,,,,,
24_14_8_Suc_B18_3,42,1,1,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B19_1,1,2,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B19_2,5,,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B19_3,31,3,,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B20_1,20,3,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B20_2,2,4,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B20_3,22,3,1,2,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B21_1,13,16,3,1,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B21_2,10,37,3,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B21_3,18,71,5,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B22_1,0,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B22_2,7,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B22_3,0,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B23_1,39,2,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B23_2,35,3,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B23_3,50,8,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B24_1,61,8,2,1,,,,,,,1,,,,,,,,,,
24_14_8_Suc_B24_2,52,16,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B24_3,30,5,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B25_1,14,15,1,,,,1,,,,,,,,,,,,,,
24_14_8_Suc_B25_2,16,20,1,1,,,3,,,,,,,,3,,,,,,
24_14_8_Suc_B25_3,11,27,6,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B26_1,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B26_2,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B26_3,16,15,4,1,,,,,,,,,,,,,,,,,
24_14_8_Suc_B27_1,21,7,,,,,,,,,,,,,59,,,,,,
24_14_8_Suc_B27_2,52,3,1,,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B27_3,25,3,2,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B28_1,17,3,3,2,,,,,,,,,,,1,,,,,,
24_14_8_Suc_B28_2,19,4,,2,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B28_3,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B29_1,20,23,1,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B29_2,11,16,1,,,,,,,,,,,,2,,,,,,
24_14_8_Suc_B29_3,8,16,19,1,,,,,,,,,,,4,,1,,,,
24_14_8_Suc_B30_1,,,,,,,,,,,,,,,,,,,,,
24_14_8_Suc_B30_2,27,9,3,1,,,,,,,,,,,4,,,,,,
24_14_8_Suc_B30_3,24,15,1,,,,,,,,,,,,4,,,,,,
24_15_8_Suc_B1_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B1_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B1_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B2_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B2_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B2_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B3_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B3_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B3_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B4_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B4_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B4_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B5_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B5_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B5_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B6_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B6_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B6_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B7_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B7_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B7_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B8_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B8_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B8_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B9_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B9_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B9_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B10_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B10_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B10_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B11_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B11_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B11_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B12_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B12_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B12_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B13_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B13_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B13_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B14_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B14_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B14_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B15_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B15_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B15_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B16_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B16_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B16_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B17_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B17_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B17_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B18_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B18_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B18_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B19_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B19_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B19_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B20_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B20_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B20_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B21_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B21_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B21_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B22_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B22_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B22_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B23_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B23_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B23_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B24_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B24_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B24_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B25_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B25_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B25_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B26_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B26_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B26_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B27_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B27_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B27_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B28_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B28_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B28_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B29_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B29_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B29_3,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B30_1,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B30_2,,,,,,,,,,,,,,,,,,,,,
24_15_8_Suc_B30_3,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B1_1,39,35,11,1,,1,5,,,,,,,,13,,,,,,
24_16_8_Suc_B1_2,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B1_3,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B2_1,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B2_2,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B2_3,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B3_1,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B3_2,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B3_3,,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B4_1,60,5,2,1,,,,,,,,,,,2,,,,,,
24_16_8_Suc_B4_2,49,25,19,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B4_3,NA,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B5_1,6,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B5_2,0,2,1,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B5_3,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B6_1,11,8,6,3,,,,,,,,,,,,,,,,,
24_16_8_Suc_B6_2,16,8,2,1,,,1,,,,,,,,5,,,,,,
24_16_8_Suc_B6_3,27,16,4,3,,,,,,,,,,,,,,,,,
24_16_8_Suc_B7_1,46,3,3,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B7_2,36,6,5,,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B7_3,26,6,4,2,,,,,,,,,,,2,,,,,,
24_16_8_Suc_B8_1,40,2,14,2,,,,,,,,,,,,,,,,,
24_16_8_Suc_B8_2,7,16,4,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B8_3,46,18,,,,,,,,,,,,,10,,,,,,
24_16_8_Suc_B9_1,22,15,4,2,,,,,,,,,,,,,,,,,
24_16_8_Suc_B9_2,5,11,5,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B9_3,9,31,18,8,,,21,1,1,,,,1,,7,,,,,,
24_16_8_Suc_B10_1,21,9,,1,,,,,,,,,,,1,,1,,,,
24_16_8_Suc_B10_2,16,18,,,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B10_3,14,14,1,1,,,,,,,,,,,,,2,,,,
24_16_8_Suc_B11_1,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B11_2,14,2,1,2,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B11_3,1,5,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B12_1,20,1,,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B12_2,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B12_3,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B13_1,24,1,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B13_2,38,,,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B13_3,39,2,,1,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B14_1,40,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B14_2,12,2,,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B14_3,35,2,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B15_1,25,9,6,5,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B15_2,29,6,2,6,,1,,,,,,,,,1,,,,,,
24_16_8_Suc_B15_3,35,,11,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B16_1,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B16_2,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B16_3,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B17_1,33,8,,3,,,,,,,,,,,,,,,,,
24_16_8_Suc_B17_2,30,10,,6,,,,,1,,,,,,2,,,,,,
24_16_8_Suc_B17_3,15,14,5,7,,,,,,,,,,,2,,,,,,
24_16_8_Suc_B18_1,31,6,1,2,,,,,,,,,,,2,,,,,,
24_16_8_Suc_B18_2,34,2,,1,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B18_3,34,3,1,,,,,,,,,,,,1,,1,,,,
24_16_8_Suc_B19_1,30,1,1,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B19_2,40,29,2,7,,,,,,,,,,,,,,,,,
24_16_8_Suc_B19_3,34,7,,3,,,,,,,,,,,2,,,,,,
24_16_8_Suc_B20_1,1,12,11,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B20_2,4,1,1,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B20_3,0,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B21_1,48,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B21_2,48,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B21_3,34,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B22_1,1,7,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B22_2,15,17,1,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B22_3,20,8,2,,,,,,,,,,,,,,3,,,,
24_16_8_Suc_B23_1,18,2,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B23_2,56,27,1,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B23_3,57,15,,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B24_1,12,11,6,1,,,,3,1,,,,,,7,,,,,,
24_16_8_Suc_B24_2,15,14,2,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B24_3,21,6,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B25_1,33,2,1,,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B25_2,76,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B25_3,44,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B26_1,43,3,4,1,,,,,,,,,,,,,,,,,
24_16_8_Suc_B26_2,22,14,5,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B26_3,57,13,1,4,,,1,,,,,,,,2,,,,,,
24_16_8_Suc_B27_1,16,4,2,4,,,,,,,,,,,,,,,,,
24_16_8_Suc_B27_2,24,2,2,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B27_3,24,,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B28_1,39,4,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B28_2,31,3,,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B28_3,28,,,,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B29_1,36,6,4,1,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B29_2,50,17,4,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B29_3,36,29,16,6,,,,,,,,,,,3,,,,,,
24_16_8_Suc_B30_1,0,,,,,,,,,,,,,,1,,,,,,
24_16_8_Suc_B30_2,93,3,1,,,,,,,,,,,,,,,,,,
24_16_8_Suc_B30_3,22,1,,,,,,,,,,,,,,,,,,,
22_Suc_B1_1,15,68,,,,,,,,,,,,,2,,,,,4,
22_Suc_B1_2,38,37,1,2,,,,,,,,1,,,3,,,,,12,
22_Suc_B1_3,31,22,,,,,,,,,,,,,2,,,,,3,
22_Suc_B2_1,17,24,,1,,,,,,,,,,,2,,,,,6,
22_Suc_B2_2,20,12,2,,,,,,,,,1,,,1,,,,,,
22_Suc_B2_3,7,11,2,,,,,,,,,,,,,,,,,4,1
22_Suc_B3_1,18,19,,,,,,,,,,,,,6,,,,,4,
22_Suc_B3_2,41,19,,3,,,,,,,,,,,3,,,,,4,
22_Suc_B3_3,24,16,,,,,,,,,,,,,9,,,,,3,
22_Suc_B4_1,19,7,,3,,,,,,,,,,,12,,,,,2,
22_Suc_B4_2,8,4,,,,,,,,,,1,,,,,,,,1,
22_Suc_B4_3,15,7,1,,,,,,,,,,,,3,,,,,2,
22_Suc_B5_1,14,11,,,,,,,,,,,,,3,,,,,3,1
22_Suc_B5_2,19,17,,,,,,,,,,,,,,,,,,3,
22_Suc_B5_3,20,5,,,,,,,,,,,,,1,,,,,1,
22_Suc_B6_1,30,23,,,,,,,,,,,,,5,,,,,2,
22_Suc_B6_2,23,9,,,,,,,,,,,,,,,,,,,
22_Suc_B6_3,29,7,,,,,,,,,,,,,3,,,,,,
22_Suc_B7_1,53,18,,,,,,,,,,,,,3,,,,,3,
22_Suc_B7_2,35,15,5,1,,,,,,,,,,,,,,,,8,
22_Suc_B7_3,59,19,1,1,,,,,,,1,,,,2,,,,,16,
22_Suc_B8_1,4,13,,1,,,,,,,,,,,1,,,,,,
22_Suc_B8_2,30,9,2,,,,,,,,1,,,,1,,,,,1,
22_Suc_B8_3,15,8,,1,,,,,,,,,,,,,,,,,
22_Suc_B9_1,18,4,,,,,,,,,,,,,2,,,,,,
22_Suc_B9_2,4,1,,,,,,,,,,,,,3,,,,,1,
22_Suc_B9_3,13,6,,,,,,,,,,,,,3,,,,,3,
22_Suc_B10_1,28,50,,,,,,,,,3,,,,1,,,,,2,
22_Suc_B10_2,30,10,,,,,,,,,,,,,2,,,,,6,
22_Suc_B10_3,8,4,,1,,,,,,,,,,,3,,,,,4,
22_Suc_B11_1,21,48,1,,,,,,,,1,,,,31,,,,,2,
22_Suc_B11_2,10,55,,,,,,,,,,,,,,,,,,,
22_Suc_B12_1,12,59,,,,,,,,,1,,,,5,,,,,5,
22_Suc_B12_2,14,61,,,,,,,,,,,,,1,,,,,5,
22_Suc_B12_3,0,1,,,,,,,,,,,,,,,,,,,
22_Suc_B13_1,21,26,1,,,,,,,,,,,,,,,,,1,
22_Suc_B13_2,31,66,2,1,,,,,,,2,,,,10,,,,,1,
22_Suc_B13_3,24,46,3,,,,,,,,3,,,,33,,,,,1,
22_Suc_B14_1,40,23,4,1,,,,,,,,,,,13,,,,,,
22_Suc_B14_2,43,63,,,,,,,,,2,,,,3,,,,,4,
22_Suc_B14_3,35,31,,,,,,,,,,,,,12,,,,,3,
22_Suc_B15_1,19,14,,1,,,,,,,,,,,,,,,,1,
22_Suc_B15_2,23,40,,,,,,,,,,,,,2,,,,,6,
22_Suc_B15_3,31,19,,,,,,,,,,,,,,,,,,2,
22_Suc_B16_1,14,37,1,,,,,,,,,,,,4,,,,,1,
22_Suc_B16_2,7,28,,,,,,,,,,,,,,,,,,2,
22_Suc_B16_3,10,55,,1,,,,,,,,,,,3,,,,1,,
22_Suc_B17_1,7,35,,,,,,,,,,,,,12,,,,,,
22_Suc_B17_2,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B17_3,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B18_1,46,65,1,,,,,,,,,,,,,,,,,7,
22_Suc_B18_2,39,45,,1,,,,,,,,,,,4,,,,,7,
22_Suc_B18_3,29,32,,2,,,,,,,,,,,4,,,,,5,
22_Suc_B19_1,29,18,1,1,,,,,,,,,,,3,,,,,4,
22_Suc_B19_2,38,44,3,1,,,,,,,1,,,,11,,,,,1,
22_Suc_B19_3,32,48,7,,,,,,,,,,,,4,,,,,2,
22_Suc_B20_1,27,68,,,,,,,,,,,,,6,,,,,5,
22_Suc_B20_2,35,80,,,,,,,,,,,,,10,,,,,9,
22_Suc_B20_3,26,53,4,,,,,,,,,,,,4,,,,,3,
22_Suc_B22_1,0,0,0,,,,,,,,,,,13,,,,,,,
22_Suc_B22_2,0,0,0,,,,,,,,1,,,,,,,,,,
22_Suc_B22_3,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B23_1,37,55,5,1,,,,,,,,,,,5,,,,,2,
22_Suc_B23_2,19,21,1,,,,,,,,,,,,,,,,,3,
22_Suc_B23_3,34,57,2,2,,,,,,,2,,,,7,,,,1,23,
22_Suc_B24_1,24,15,7,,,,,,,,,,,,4,,,,,2,
22_Suc_B24_2,29,26,1,7,,,,,,,,,,,5,,,,,,
22_Suc_B24_3,30,32,1,7,,,,,,,1,,,,5,,,,1,3,
22_Suc_B25_1,22,23,,5,,,,,,,,,,,8,,,,,4,
22_Suc_B25_2,25,51,1,6,,,,,,,,,,,3,,,,,,
22_Suc_B25_3,29,61,3,6,,,,,,,,,,,4,,,,,,
22_Suc_B26_1,20,36,,3,,,,,,,,,,,2,,,,,3,
22_Suc_B26_3,26,61,,,,,,,,,3,,,,,,,,,4,
22_Suc_B27_1,7,13,,,,,,,,,1,,,,4,,,,,,
22_Suc_B27_3,4,9,,2,,,,,,,,,,,2,,,,,,
22_Suc_B28_1,0,4,,,,,,,,,,,,,6,,,,,1,
22_Suc_B28_2,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B28_3,18,49,,,,,,,,,1,,,,2,,,,,4,
22_Suc_B29_1,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B29_2,1,,,,,,,,,,1,,,,,,,,,,
22_Suc_B29_3,0,0,0,0,,,,,,,,,,,,,,,,,
22_Suc_B30_1,19,56,1,,,,,,,,,,,,3,,,,,2,
22_Suc_B30_2,1,2,,,,,,,,,,,,,1,,,,,,
22_Suc_B30_3,21,41,,7,,,,,,,,,,,1,,,,,1,
